(L)Date&Time,,OC(ng/m3),Py C(ng/m3),EC(ng/m3),Li / 7,Mg / 25,S / 34,K / 39,V / 51,As / 75,Se / 77,Br / 79,Rb / 85,Mo / 95,Sn / 118,Sb / 121,Pb / 208
blank DL,,24.39,4.977,6.24,0.000664572,0.099385341,2.529435388,0.585345133,0.001469652,0.002378422,0.003363,0.00500208,0.000443959,0.002563783,0.009393867,0.001007735,0.054065229
2016-03-04,5,43.10013242,10.55483612,18.21148258,0.000332286,0.157714148,1.264717694,0.764889012,0.010923688,0.008716733,0.019605924,0.072867369,0.001307163,0.023674859,0.043585755,0.105488965,0.0270326145
2016-03-07,1,139.1625362,36.44081596,84.01697547,0.000919499,0.0496926705,1.264717694,0.923563915,0.003885525,0.019194873,0.04194074,0.231923006,0.001735264,0.020459756,0.036571458,0.068402529,0.0270326145
2016-03-10,4,76.94895395,23.21512944,34.58491567,0.000332286,0.0496926705,1.264717694,0.2926725665,0.005736759,0.014032131,0.027388409,0.134549375,0.000995171,0.006188175,0.050483924,0.089289761,0.0270326145
2016-03-13,7,185.0699352,73.7230016,55.1855904,0.001099686,0.0496926705,1.264717694,0.951553849,0.014368291,0.025179441,0.032659479,0.120896076,0.000836737,0.01762487,0.031287316,0.106864071,0.0270326145
2016-03-16,3,126.4269969,13.14465197,48.58550325,0.000668611,0.0496926705,7.674626473,0.2926725665,0.008789023,0.006175599,0.066124598,0.175240381,0.000675996,0.030855279,0.191925453,0.095930844,0.0270326145
2016-03-19,6,69.11551718,21.58311371,36.99962489,0.000332286,0.0496926705,1.264717694,0.2926725665,0.0045384,0.006309974,0.028479222,0.093217544,0.000631327,0.004982477,0.225000878,0.053129796,0.0270326145
2016-03-22,2,144.3168013,35.60136286,69.33638375,0.001496271,0.0496926705,4.735742199,0.2926725665,0.002074789,0.01458792,0.063349712,0.186262042,0.001643638,0.019920642,0.126930681,0.306188025,0.0270326145
2016-03-25,5,69.44283834,19.6137961,26.60908983,0.000974239,0.251909247,1.264717694,0.74189488,0.015584105,0.017591441,0.062407427,0.282694617,0.001623672,0.0012818915,0.40734812,0.038801322,0.0270326145
2016-03-28,1,67.30680819,21.94071669,27.22054866,0.000822579,0.235935151,1.264717694,0.756094329,0.004626637,0.015163352,0.02270278,0.163503431,0.001397498,0.012975865,0.086167888,0.299960442,0.0270326145
2016-03-31,4,137.187498,47.92544117,66.17292617,0.001326099,0.162479671,5.19392749,1.96891397,0.020050251,0.024243633,0.056308227,0.325919153,0.003057363,0.032261441,0.204680942,0.340007614,0.0270326145
2016-04-09,6,152.5329214,51.4826303,77.27889523,0.001604901,0.207017936,8.531459049,2.110679968,0.02168131,0.053210751,0.103344707,0.228463124,0.002628897,0.024355966,0.656113631,0.368028485,0.11111561
2016-04-12,2,43.30949957,14.97246359,22.51800718,0.000332286,0.0496926705,1.264717694,0.2926725665,0.000734826,0.001189211,0.0016815,0.00250104,0.0002219795,0.0012818915,0.0046969335,0.0005038675,0.0270326145
2016-04-15,5,212.2068292,83.79450771,66.71839674,0.002066016,0.0496926705,1.264717694,0.2926725665,0.000734826,0.001189211,0.0016815,0.00250104,0.0002219795,0.0012818915,0.0046969335,0.0005038675,0.0270326145
2016-04-18,1,174.3902697,47.1411853,97.39381391,0.000332286,0.475521871,20.77683838,3.095797718,0.021532107,0.013652004,0.018198712,0.326517482,0.00313785,0.020319035,0.19137323,0.053529997,0.076706557
2016-04-21,4,118.2776413,39.68046573,34.17531783,0.003176883,0.31434294,14.86555678,2.784241002,0.015942149,0.032090425,0.041536321,0.316276289,0.00392048,0.036999131,0.094328972,0.150675779,0.168674215
2016-04-24,7,164.5369615,13.06785814,31.70543563,0.000332286,0.475521871,20.77683838,3.095797718,0.021532107,0.013652004,0.018198712,0.326517482,0.00313785,0.020319035,0.19137323,0.053529997,0.076706557
