start day,Wood ,Sea spray,No EC3,Sn,Sb,EC3,Shipping
2015-08-02,0,13.99375982,22.96179177,20.4225435,2.10395348,41.63587974,12.73590512
2015-08-03,1.63002063,10.49208434,3.472390173,3.40993735,0,55.84263048,1.024064548
2015-08-04,0,14.2035741,35.14498668,0,4.40539296,103.3249308,14.53397298
2015-08-05,1.51825228,13.09420774,22.23917466,10.39989915,2.47397988,78.56351958,3.937996104
2015-08-06,2.94473095,26.5054208,57.77108835,13.9092555,0.578862648,0,11.29334708
2015-08-07,5.27041127,16.3923116,0,16.3732345,0.216631748,47.19604617,5.03512528
2015-08-08,6.30822814,41.2046012,19.05011871,7.02502715,0.067068324,45.53149965,21.6629039
2015-08-09,3.20275296,37.0814004,7.05184782,4.98666895,0.311321088,118.5263079,10.2459982
2015-08-10,5.57819547,25.9953498,29.54426238,20.1001035,0.889955068,0,17.5926064
2015-08-11,0,5.09629446,0,0.4718372,0,57.09104037,12.99774234
2015-08-12,13.3998457,28.754301,16.5194865,6.46290675,1.259981468,28.90226976,3.64230293
2015-08-13,6.14838255,16.383176,0,0.383905125,0,162.8914287,2.263219228
2015-08-14,2.98382179,25.2416628,36.48009099,18.373706,0.112433977,164.745672,9.38688664
2015-08-15,1.032290234,13.51703376,0,1.9367896,1.010567044,57.00217341,2.4444088
2015-08-16,8.04001975,31.944148,0,0,1.89305922,75.99150468,7.35508334
2015-08-17,6.96187641,22.3091352,0,12.65187385,1.7274828,112.963578,4.010391642
2015-08-18,0.438244262,19.9354018,26.5548537,15.7686595,2.68456232,99.0781155,6.30327386
2015-08-19,1.37256027,2.39246138,0,10.197165,4.22453736,146.0579757,6.13243288
2015-08-20,7.87118776,0,7.03948029,6.6256046,4.00667912,200.2240968,7.22884836
2015-08-21,10.90960193,23.508944,264.4707951,12.2118776,3.63103996,29.27995434,5.7519437
2015-08-22,0.95660228,6.46693898,21.22091469,0,0.8694581,82.02847653,12.32151538
2015-08-23,5.79375674,4.03961006,0,0,0,62.99898423,0.564578142
2015-08-24,8.23749589,17.0546426,43.97304738,3.44970495,2.1286912,168.4627035,1.901821416
2015-08-25,3.42415539,0,0,11.41907825,4.3519678,164.7627618,2.550972534
2015-08-26,14.7478057,0.739313656,80.8954248,5.71403985,0.101763496,146.203239,1.007069662
2015-08-27,14.5512282,4.6599173,167.2502307,0,1.06496924,58.64108523,0.315609753
2015-08-28,29.0417982,7.71608002,33.68502921,13.21775605,0.318430584,246.2127486,2.279188176
2015-08-29,14.7084902,6.3104157,24.54189096,1.07780944,1.984671936,94.3869654,2.417555988
2015-08-30,34.8223,13.59894964,215.7603948,0,1.182483804,8.93027499,0
2015-08-31,57.9858693,11.18304022,0,2.0749014,0.66583964,108.1015299,0.610566928
2015-09-01,15.8969416,20.9920862,227.2150833,0,2.35673556,51.81969156,2.015254474
2015-09-02,34.2561568,24.2291338,62.4972516,0,1.55504634,157.5594111,0
2015-09-03,0.009808319,18.8406524,286.1375298,9.71122105,1.666241352,41.92384287,6.25331514
2015-09-04,26.453715,22.2710702,48.90769185,4.40600825,1.504884896,0,0
2015-09-05,13.659328,20.585552,253.4106897,0,0.956497456,38.22731913,0
2015-09-06,24.6249826,22.191895,160.4480892,2.66187655,1.422793084,7.418084037,0
2015-09-07,0,0,0,0,0,0,0
2015-09-08,5.94854748,0,31.81694325,4.2134847,4.91199652,98.4885174,4.56587016
2015-09-09,4.14868389,8.65202224,74.0343903,31.9497735,2.49892548,49.72020963,6.7198939
2015-09-10,26.9311175,31.4355996,161.9263035,9.0589518,1.79005468,50.66185761,1.078082414
2015-09-11,1.018439945,6.32853464,47.53136244,29.624175,2.57064408,140.2474437,1.913909642
2015-09-12,15.9811891,14.91371474,21.40466085,28.1503555,1.19094452,60.14669661,1.502820746
2015-09-13,6.08514076,0,40.91591175,30.755402,3.72708052,130.3439046,6.34029684
2015-09-14,15.2634004,22.4309432,22.11844401,23.736958,4.86688656,72.91704966,1.887993556
2015-09-15,22.3446836,10.69976698,48.18154116,0,1.176871044,171.1799817,1.247719032
2015-09-16,5.12415761,10.77985574,48.73101285,0,0.529200116,139.452768,0.181515196
2015-09-17,16.5057702,13.77237378,19.53009666,0,0.721717784,173.1111291,0.975622432
2015-09-18,37.3126561,26.1795844,345.7902495,17.2465095,3.66866624,0,0.717978176
2015-09-19,46.3215221,33.1530924,45.07199076,18.8855795,2.7315432,110.2377549,1.199946006
2015-09-20,36.3106725,27.7859274,495.9556209,2.90478135,2.67354468,55.16843787,0
2015-09-21,6.48413692,31.944148,65.0885436,8.5347181,2.51597164,51.54625476,8.2766433
2015-09-22,0,0,0,0,0,0,0
2015-09-23,18.5827519,24.9264846,47.25397641,19.2590725,3.7595098,128.8400022,4.297475858
2015-09-24,6.84381758,14.14967406,46.30049874,27.7392445,4.65380956,293.1327945,4.089076626
2015-09-25,3.16568406,13.93376938,28.75215153,56.808554,1.156893776,68.21991813,11.08503706
2015-09-26,0,3.01733642,11.35103682,32.4092505,0.510490916,185.2790667,0.34993407
2015-09-27,10.23753154,2.28055028,0,2.95798395,2.98536468,44.99915238,4.159331076
2015-09-28,10.47308755,22.4750986,0,1.191133665,0.512133168,205.0177857,1.487476282
2015-09-29,4.31605559,11.39605196,14.70793782,3.4788589,2.15717076,81.61063092,1.904497776
2015-09-30,3.2530768,9.71829902,175.206675,0,2.95834028,51.54710925,5.18143296
2015-10-01,0,15.45439,0,24.043276,2.1650702,104.9655516,2.684790534
2015-10-02,0.38776316,7.66674778,26.5430751,30.086339,1.278732244,46.54321581,0.644601306
2015-10-03,6.71890662,0.892959222,16.13138163,11.67622415,8.3817216,157.2176151,0.363302488
2015-10-04,5.84149699,42.2491048,24.64848729,51.738185,1.197783772,0,3.483014904
2015-10-05,7.13059607,2.68921612,17.27155011,5.0123298,8.71723992,61.56856797,1.485915072
2015-10-06,19.0466748,21.4351628,25.77687717,17.578354,9.66267816,118.9877325,6.73059934
2015-10-07,16.5282362,5.41984696,62.8211631,83.5321125,11.18955676,50.3209161,5.25191044
2015-10-08,2.89193585,0,14.46058722,0.4172911,0,54.78477186,0.179744338
2015-10-09,0,0,225.3952896,0,0,54.99839436,0
2015-10-10,24.2194713,32.7709198,0,21.240735,0,204.3000141,7.1904872
2015-10-11,32.3712594,39.0151024,64.7057391,1.5009582,4.48646616,23.2848525,6.1868522
2015-10-12,0,0,0,0,0,0,0
2015-10-13,5.07113785,3.70479032,0,11.11302895,0.114157302,56.41172082,6.12574198
2015-10-14,0,12.62753084,25.19560326,14.6777375,2.6328002,0,1.171665802
2015-10-15,30.5706095,19.4101048,86.0662302,10.14839595,1.334963784,48.28893888,3.71255738
2015-10-16,25.6123633,25.3238832,89.8766073,3.75924735,1.236865212,14.72884413,11.27818104
2015-10-17,0,11.1538063,26.26333335,45.1348825,0.516561012,11.76034587,9.68485472
2015-10-18,12.4663834,11.94799446,0,17.0906635,0,54.27549582,7.13874424
2015-10-19,3.40112774,9.17960314,9.69202101,32.622867,1.385665716,44.92737522,6.57447834
