8/1/2015,6,57.73703506,32.76022105,6.229647603,0.000234242,0.256708956,3.786692689,0.905050351,0.001117495,0,0,0.051866879,0.000852121,0,0.00529571,0.006413731,0.016061233
8/4/2015,2,87.14237992,23.77255325,34.69856232,6.67E-05,0,1.911094397,0,0.002200989,0.002593011,0.000746525,0.040011152,0.000140904,0.00083958,0.009879741,0.008775253,0.036899072
8/7/2015,5,41.75131786,14.49271043,11.67722484,0.000159964,0.044582402,0.266308925,0.587650028,0.004940372,0.002292531,0.002791641,0.054448657,0.001035387,0,0.018659351,0.002993604,0.017818032
8/10/2015,1,57.35436356,29.14768486,39.3089086,0,0,0,0,0.011615765,0.002629209,2.68E-05,0.007186592,4.46E-05,0.000664898,0.007052636,0.005655692,0.016535598
8/13/2015,4,76.09981487,27.57974899,34.02819576,0.000303119,0.052286079,4.003133809,1.834796565,0.002356946,0,0.004073375,0.091900525,0.001861817,0,0.092656305,0.034803701,0.041289713
8/16/2015,7,98.8928633,33.11392989,29.6309084,0.000386753,0.123964583,11.50911499,2.113723217,0.009859406,0,0,0.236174551,0.002121606,0,0.014049615,0.019460589,0.043144727
8/19/2015,3,65.63271811,18.58979375,22.72787784,8.11E-05,0.117472209,3.561273699,0.097387784,0.002250512,0.001988461,0.001508953,0.092250845,0.000644446,0,0.000822945,0.000834177,0.006365775
8/22/2015,6,57.3452669,16.49670062,33.0694256,0.000162316,0.188229553,2.272399877,1.508103517,0.004700818,0,0,0.16933657,0.001545629,0.002372927,0.002052211,0.014176569,0.018114455
8/25/2015,2,112.2672366,44.42068443,28.33967671,0.000237751,0,0,0.696247636,0.014041065,0.007225576,0.042662258,0.082749215,0.001070029,0.009552512,0.047883354,0.016080318,0.105290675
8/28/2015,5,49.58286025,16.73977377,19.0403515,0.001990506,0.071223255,0,0,0.01047653,0.003820592,0.008303695,0.0359865,0,0,0.022370871,0.00929524,0.036930711
8/31/2015,1,46.21294209,11.00561141,42.82617946,0.000388707,0.036434449,4.324554998,0,0.009372104,0.004182732,0.002761134,0.043013757,0.000288765,0.002952444,0.018183759,0.012361547,0.048237169
9/6/2015,,150.119721,32.31963601,78.03379152,0.000417454,0.023598864,15.50222327,1.346320629,0.005240967,0.009130611,0.030959751,0.292937609,0.002273611,0.00553523,0.029318487,0.025428222,0.106672422
9/9/2015,3,73.10203809,17.23853899,53.51477531,0.00071044,0.040172085,3.613230097,0.109018077,0.012392977,0.004370714,0.01358196,0.074358129,0.000387763,0.009447755,0.025336701,0.013156819,0.080940514
9/12/2015,6,37.93035218,6.289846652,33.16254529,0.000143314,0,0,0,0.00290706,0.002684903,0.008804411,0.02755372,0,0,0.089106435,0.004152785,0.013201306
9/15/2015,2,63.03116078,11.59802577,58.32762847,0.000103682,0,0,0,0.004747018,0.009389757,0.006209596,0.042377915,2.93E-05,0.001436986,0.035685306,0.011535339,0.01943754
9/18/2015,5,165.6267288,36.07272045,94.51639974,0.000681849,0.146502565,19.48408995,2.097495784,0.006132902,0.016351826,0.035905658,0.371337215,0.002698218,0.03312897,0.056803334,0.078855754,0.229987857
9/21/2015,1,90.0178844,18.96442314,70.68015701,0.000671405,0,6.432398379,0.368639,0.018450623,0.008121593,0.015337179,0.105466062,0.000833694,0.008866471,0.037814809,0.013339902,0.051576401
9/24/2015,4,73.80827154,20.54660803,43.68644523,0.001488875,0.130854449,5.465370125,0.528208416,0.019854251,0.008702133,0.016160897,0.094167547,0.001072404,0.117772903,0.071705384,0.013649368,0.057551244
9/27/2015,7,62.08528806,12.33583869,64.21938049,0.000236415,0.022791984,0,0.250275085,0.012166129,0.010927677,0.004261934,0.137620874,0.00076036,0.005983989,0.023507407,0.021018199,0.037117965
9/30/2015,3,115.0772856,37.19376455,64.52339519,0.000433474,0,0,0,0.014806979,0.01299483,0.017594922,0.064923077,6.47E-05,0.034305046,0.083076499,0.020553328,0.135043894
10/3/2015,6,68.43834994,23.3854034,39.10596032,0.000181512,0,1.177340195,0.08460527,0.002634837,0.005521991,0.029345835,0.114729475,0.000530089,0.006718742,0.16160012,0.02375638,0.066375859
10/6/2015,2,100.9720053,32.12724703,71.95620946,0.000225717,0.024192751,0,0.256919771,0.013607566,0.007831652,0.004035253,0.063449548,0.000273691,0.008275422,0.010180065,0.017375305,0.058988222
10/9/2015,5,102.5886272,28.90405301,45.30038102,0.000599475,0.019211829,1.834646012,0.027606173,0.012294889,0.007862476,0.003376398,0.074895512,0.000663926,0.015361591,0.005838974,0.015403142,0.031082798
10/12/2015,1,142.816964,52.29625161,80.50101622,0.000533465,0,13.20835871,0.594307696,0.025760651,0.012171107,0.008195831,0.177222562,0.001000073,0.010664325,0.010939885,0.03281227,0.079511463
10/15/2015,4,50.65918827,16.19638049,36.30595087,3.73E-05,0,0.037425425,0.057704043,0.002766389,0.002659474,0.002303224,0.036947555,0.000370233,0.001400654,0.021443425,0.005346675,0.032442402
10/18/2015,7,167.5023655,53.94067029,55.80135323,0.000431781,0.008647351,0.897798133,0,0.002877447,0.008499294,0.003445903,0.054664727,0.000500974,0.002315088,0.008896148,0.009164479,0.052483118
10/21/2015,3,140.129593,52.40705487,67.62897267,0.000279568,0,0,0.110669117,0.012706642,0.016996629,0.005421229,0.111360466,0.000677626,0.013884098,0.015901581,0.015143774,0.061630257
10/24/2015,6,101.5704086,32.70272097,45.74298724,0.000306231,0,0,0.667994056,0.005930395,0.014647051,0.006383117,0.08619043,0.001168322,0.004155365,0.019714479,0.028539805,0.086865977
10/27/2015,2,92.48066975,26.21307332,66.55013298,0.000560033,0.232936121,3.193064928,0,0.00454864,0.007860521,0.002617516,0.063020617,0.00023373,0.006594844,0.009795611,0.020372854,0.057211204
11/17/2015,2,196.6046154,79.63313024,68.87126821,0.000543888,0.181460845,2.809518192,1.764134796,0.004977713,0.022534618,0.00465556,0.057097823,0.003123075,0.002489666,0.010752914,0.016256776,0.091752028
11/20/2015,5,207.7590415,90.79030829,25.91371824,0.000389634,0.214846552,6.925922108,2.523658915,0.006732014,0.029629804,0.016107538,0.091398263,0.00421055,9.36E-05,0.058990032,0.023029457,0.098402543
11/23/2015,1,206.9540241,86.89868975,24.32788267,0.00068327,0,0,2.981488841,0.001549178,0.010126306,0.005350048,0.063961286,0.004643308,0.007008821,0.006204966,0.011431284,0.048849909
11/26/2015,4,163.0775021,75.70149577,9.590219517,0.000689096,0.152395987,9.052513452,4.896704269,0.001179155,0.018134845,0.015586261,0.092476437,0.007677239,0,0.003995258,0.008858768,0.08114028
